id,sales
3000888,4.214145294080759
3000889,0.0
3000890,4.073435333212982
3000891,2401.789447529677
3000892,0.4249793994444984
3000893,379.48826379838135
3000894,13.185362536824531
3000895,806.683885676503
3000896,773.4184906096193
3000897,137.17334351611768
3000898,152.933325239147
3000899,165.19963240447288
3000900,2983.4557952674727
3000901,24.646440773288226
3000902,1.979610137922807
3000903,27.13817895196058
3000904,28.749990727891195
3000905,0.4425004512929658
3000906,208.87763234006025
3000907,17.07401031441193
3000908,25.075439908522245
3000909,8.967917429371958
3000910,94.49112402935972
3000911,7.5944208039454555
3000912,279.39233694138375
3000913,181.93105721140807
3000914,4.724059343607529
3000915,11.174381105904562
3000916,350.34571216892755
3000917,62.927415491246606
3000918,4051.98983703484
3000919,0.013333333333333334
3000920,28.450630159484295
3000921,1.0292265128016775
3000922,0.0
3000923,2.175430794001236
3000924,1190.1378233657747
3000925,0.0
3000926,85.59823811156376
3000927,4.401979161038428
3000928,751.8205433174135
3000929,389.94794849813127
3000930,227.00199946660277
3000931,38.0984614660197
3000932,33.51717667143982
3000933,2301.809514742369
3000934,5.282682221595541
3000935,0.3672095644793425
3000936,10.625171891759582
3000937,6.888921217204654
3000938,0.1781490359280944
3000939,133.64071255416656
3000940,1.0210371859388
3000941,0.0
3000942,1.797055364511312
3000943,12.44147649678767
3000944,0.3912231531436321
3000945,173.41616192419212
3000946,136.2312353025755
3000947,0.5946470506181991
3000948,2.2524956428006466
3000949,136.7305791553812
3000950,23.817687983612934
3000951,228.98463771323335
3000952,12.263333333333334
3000953,1.5344279771509304
3000954,4.931375370376802
3000955,0.2514403537545604
3000956,4.802425565937175
3000957,3880.9901805581403
3000958,0.0
3000959,605.9637616784339
3000960,9.462938739352872
3000961,1615.1232546404228
3000962,558.7506875585209
3000963,414.84617297138743
3000964,248.74255981791237
3000965,67.00571258188637
3000966,6169.6558403043855
3000967,33.23165686184442
3000968,0.1795819210345735
3000969,16.50644850743074
3000970,17.597992644747656
3000971,0.056709794798241564
3000972,399.6587019606862
3000973,11.30905426072922
3000974,0.0
3000975,10.069132101168831
3000976,38.68543606996275
3000977,0.9910770941058811
3000978,615.5026825365198
3000979,318.92000549182734
3000980,2.5343545484084165
3000981,12.940815168975718
3000982,430.73789890429344
3000983,92.46189754981447
3000984,1232.8933525694833
3000985,31.213333333333335
3000986,9.884803061536385
3000987,4.657997359469953
3000988,0.0
3000989,1.2313739342963324
3000990,1456.023108447252
3000991,0.0
3000992,175.62038384850095
3000993,13.419715600941634
3000994,884.0749410083527
3000995,472.1346356848941
3000996,189.8114675423049
3000997,40.912881136204135
3000998,34.99171202951297
3000999,2679.0561220768086
3001000,10.011542536975526
3001001,0.0
3001002,11.50131841582099
3001003,18.951599651849072
3001004,0.4304052109002976
3001005,140.71364254011877
3001006,8.338704297439985
3001007,0.0
3001008,3.3305241654126805
3001009,27.26436342152722
3001010,1.3420625375568394
